state,year,cons,sturate,naturate,perinc,emppop,beertax,bapt,mormon,dage,dry,yngdrv,vmiles,breath,jaild,mrall,mralln,mra1820,mra2124,miles
26,1984,1.870000005,11.19999981,7.5,14317.58203,57.24455261,0.502481282,0.650640011,0.200000003,21,0,0.243742004,7007.070801,1,0,0.000169022,3.68735E-05,0.000351971,0.00029878,63470
26,1985,1.840000033,9.899999619,7.199999809,14830.50879,57.69797134,0.484383464,0.66395998,0.200000003,21,0,0.219419003,7416.576172,1,0,0.000170004,3.32306E-05,0.00034779,0.000278383,67402
26,1986,1.75,8.800000191,7,15278.6377,58.40746689,0.471886456,0.677550018,0.200000003,21,0,0.191911995,7829.523438,1,0,0.000175621,3.65467E-05,0.000372881,0.000307818,71554
26,1987,1.649999976,8.199999809,6.199999809,15418,59.94805527,0.457257986,0.691410005,0.200000003,21,0,0.186720997,8228.915039,1,0,0.000173587,3.61957E-05,0.00036501,0.000298507,75706
26,1988,1.620000005,7.599999905,5.5,15930.70215,60.24684143,0.440094322,0.705560029,0.200000003,21,0,0.175254002,8430.646484,1,0,0.000184416,3.88528E-05,0.00039819,0.000320534,77899
27,1982,2.130000114,7.800000191,9.699999809,13781.62305,65.08143616,0.346062034,0.100000001,0.200000003,19,0,0.199833006,7059.263672,1,0,0.000138156,3.33898E-05,0.000280402,0.000306709,29176
27,1983,2.109999895,8.199999809,9.600000381,13840.59668,64.76499176,0.332568794,0.100000001,0.200000003,19,0,0.191820994,7494.074707,1,0,0.000133896,2.9916E-05,0.000334865,0.000265372,31063
27,1984,2.059999943,6.300000191,7.5,14734.06641,67.18196106,0.3186813,0.100000001,0.200000003,19,0,0.178974003,7644.966309,1,0,0.000139803,2.5943E-05,0.00041853,0.000246711,31826
27,1985,2.039999962,6,7.199999809,14983.05078,66.97629547,0.307203382,0.100000001,0.200000003,19,0,0.175171003,7795.873047,1,0,0.000145004,3.0527E-05,0.000340145,0.000251701,32688
27,1986,1.779999971,5.300000191,7,15464.39648,66.76154327,0.299277604,0.100000001,0.200000003,19.67000008,0,0.164709002,8053.17627,1,0,0.000135533,2.8721E-05,0.00041784,0.000235075,33928
27,1987,1.809999943,5.400000095,6.199999809,15910,66.88555145,0.316249996,0.100000001,0.200000003,21,0,0.153882995,8282.359375,1,0,0.000124823,2.6613E-05,0.00026699,0.000243243,35167
27,1988,1.730000019,4,5.5,16048.12305,68.89848328,0.320981711,0.100000001,0.200000003,21,0,0.144433007,8462.254883,1,0,0.000142094,2.6004E-05,0.00042187,0.00029368,36447
28,1982,1.5,11,9.699999809,9553.699219,52.20507431,1.145942807,30.09000015,0.300000012,21,19.87529945,0.208188996,6679.400879,0,0,0.000284379,5.2201E-05,0.000536566,0.00053125,17146
28,1983,1.470000029,12.60000038,9.600000381,9513.761719,50.87622833,1.101261497,30.03510094,0.300000012,21,20.03100014,0.207435995,6891.988281,1,0,0.00027681,4.4909E-05,0.000506801,0.000489691,17802
28,1984,1.419999957,10.80000019,7.5,9792.307617,52.06521606,1.055274725,29.98040009,0.300000012,21,20,0.199328005,7098.540039,1,0,0.000261355,3.9261E-05,0.000550458,0.000389744,18442
28,1985,1.360000014,10.30000019,7.199999809,9797.669922,54.20911407,1.076631427,29.92569923,0.300000012,21,19.8852005,0.193235993,7321.09668,1,0,0.000253349,3.9036E-05,0.000486552,0.000526042,19130
28,1986,1.269999981,11.69999981,7,9996.904297,54.57463837,1.065387011,29.87120056,0.300000012,21,18.63999939,0.185524002,7489.32373,1,0,0.000293826,5.0305E-05,0.000578231,0.00052907,19652
28,1987,1.230000019,10.19999981,6.199999809,10303,55.08790588,0.960300028,29.81669998,0.300000012,21,17.26479912,0.175625995,7684.952148,1,0,0.000288,4.5333E-05,0.00059028,0.000568862,20173
28,1988,1.230000019,8.399999619,5.5,10698.74902,55.46129227,0.924254119,29.76239967,0.300000012,21,17.26479912,0.161036,8413.373047,1,0,0.000275573,4.0458E-05,0.00054962,0.000485549,22043
29,1982,1.269999981,9.199999809,9.699999809,12968.97363,56.50999451,0.346612185,14.3842001,0.466610014,21,0,0.207460999,7082.758789,0,0,0.000180089,4.4516E-05,0.000443723,0.000341737,35003
29,1983,1.269999981,9.899999619,9.600000381,13186.92676,56.70601273,0.333097488,14.47710037,0.503970027,21,0,0.201180995,7363.07373,0,0,0.000183558,4.5738E-05,0.000384264,0.000315493,36543
29,1984,1.269999981,7.199999809,7.5,13727.47266,58.59957504,0.319187909,14.57069969,0.544319987,21,0,0.187239006,7705.445801,0,0,0.000193361,4.0592E-05,0.000502805,0.000392045,38535
29,1985,1.350000024,6.400000095,7.199999809,14033.89844,61.06405258,0.307691753,14.66489983,0.587890029,21,0,0.184187993,7811.482422,0,0,0.000185126,3.9769E-05,0.000410598,0.000377907,39284
29,1986,1.370000005,6.099999905,7,14368.4209,62.45421219,0.299753368,14.75969982,0.634959996,21,0,0.177047998,8161.916992,0,0,0.000222946,4.6801E-05,0.000549801,0.000491961,41332
29,1987,1.399999976,6.300000191,6.199999809,14648,62.73596954,0.290461004,14.85509968,0.685800016,21,0,0.163764,8500.705078,0,0,0.000204586,4.0956E-05,0.0004,0.000411184,43379
29,1988,1.320000052,5.699999809,5.5,14871.99219,62.76623154,0.279558241,14.95110035,0.740700006,21,0,0.151574001,8864.046875,0,0,0.00021455,4.61E-05,0.0005708,0.000479233,45570
30,1982,1.919999957,8.600000381,9.699999809,12033.41309,61.22449112,0.346447468,1.180699944,3.299999952,19,0,0.221544996,8284.473633,0,1,0.000315528,6.2112E-05,0.000897854,0.00087931,6668.999512
30,1983,1.860000014,8.800000191,9.600000381,11954.12891,60.40268707,0.332939208,1.223199964,3.299999952,19,0,0.225486994,8800.240234,0,1,0.00035049,9.4363E-05,0.000747588,0.000844828,7181
30,1984,1.75,7.400000095,7.5,11906.59375,62.22961426,0.319036245,1.267199993,3.299999952,19,0,0.223628998,8974.486328,0,1,0.000289186,5.3463E-05,0.001009166,0.000421053,7386
30,1985,1.669999957,7.699999809,7.199999809,11669.49121,62.02321625,0.319078386,1.312899947,3.299999952,19,0,0.208701,9167.078125,0,1,0.000269976,6.7797E-05,0.000502443,0.000482143,7572
30,1986,1.539999962,8.100000381,7,12076.36719,62.33333206,0.322081536,1.360200047,3.299999952,19,0,0.187298998,9575.28125,0,1,0.000271726,3.672E-05,0.000769231,0.00048,7823
30,1987,1.460000038,7.400000095,6.199999809,12291,62.54180527,0.323799998,1.409199953,3.299999952,20.32999992,0,0.175665006,9980.223633,0,1,0.000289246,6.6749E-05,0.0007027,0.000729167,8074.000488
30,1988,1.440000057,6.800000191,5.5,12383.06055,62.9194603,0.322910488,1.459900022,3.299999952,21,0,0.162919998,10109.32715,0,1,0.000245963,6.087E-05,0.00038235,0.000434783,8138
31,1982,1.590000033,6.099999905,9.699999809,13192.12402,63.65979385,0.375894994,0.656599998,0.42640999,20,0.03774,0.220479995,7191.82666,1,0,0.000164151,2.8931E-05,0.000387585,0.0002605,11435
31,1983,1.50999999,5.699999809,9.600000381,12919.72461,63.59761429,0.361238539,0.686800003,0.440259993,20,0.037590001,0.212073997,7226.797852,1,0,0.000159774,4.198E-05,0.000443279,0.00035897,11534
31,1984,1.450000048,4.400000095,7.5,13540.65918,64.5462265,0.346153855,0.718500018,0.454560012,20,0.037379999,0.192238003,26148.27148,1,0,0.00017757,2.7414E-05,0.000322302,0.00032174,41968
31,1985,1.429999948,5.5,7.199999809,13735.16992,64.9616394,0.369438559,0.751600027,0.469319999,21,0.03692,0.194536999,7505.624512,1,0,0.000147572,2.9888E-05,0.000342029,0.00025225,12054
31,1986,1.289999962,5,7,13971.10449,65.47921753,0.464396268,0.786199987,0.484569997,21,0.037110001,0.188938007,7867.966309,1,0,0.000181477,4.2553E-05,0.0005,0.00045545,12573
31,1987,1.25999999,4.900000095,6.199999809,14300,65.31302643,0.466874987,0.82249999,0.50029999,21,0.0372,0.180938005,8212.685547,1,0,0.000186324,3.3877E-05,0.00045455,0.00038144,13091
31,1988,1.24000001,3.599999905,5.5,14219.44141,66.358284,0.498075068,0.860400021,0.516560018,21,0.0372,0.162371993,8368.896484,1,0,0.000162921,3.4332E-05,0.00046479,0.00023232,13407
32,1982,4.900000095,10.10000038,9.699999809,14914.08105,65.95744324,0.161097854,2.022900105,6.397019863,21,0,0.192366004,7304.108887,0,0,0.000318907,6.0364E-05,0.000928571,0.00078125,6413
32,1983,4.75,9.800000191,9.600000381,14863.53223,65.27571106,0.199971333,2.034499884,6.159440041,21,0,0.191312,7661.084961,1,1,0.000282051,4.5708E-05,0.000761905,0.00042187,6872
32,1984,4.650000095,7.800000191,7.5,15214.28613,66.76300812,0.222527474,2.046099901,5.930699825,21,0,0.192364007,7995.649414,1,1,0.000271538,2.9444E-05,0.000571429,0.00049231,7332
32,1985,4.400000095,8,7.199999809,15564.61816,66.01941681,0.214512706,2.057800055,5.710440159,21,0,0.165754005,8083.321777,1,1,0.000276709,4.7009E-05,0.00047619,0.00058462,7566
32,1986,4.119999886,6,7,15976.26465,67.84260559,0.208978325,2.069600105,5.498370171,21,0,0.160077006,8253.347656,1,1,0.000240951,4.6536E-05,0.000714286,0.00051613,7981
32,1987,4.010000229,6.300000191,6.199999809,16412,68.23529816,0.202500001,2.081399918,5.294169903,21,0,0.155419007,8337.644531,1,1,0.000260179,4.4687E-05,0.00051163,0.00048387,8396
32,1988,3.890000105,5.199999809,5.5,16853.70508,69.25,0.194898948,2.093300104,5.097559929,21,0,0.136147007,8528.455078,1,1,0.000271347,4.3643E-05,0.00058537,0.00063636,8989
33,1982,4.570000172,7.400000095,9.699999809,13834.12891,63.09859085,0.483293563,0.100000001,0.300000012,20,0.108329996,0.194977999,7353.357422,0,0,0.000182489,3.5865E-05,0.00047771,0.00042254,6971
33,1983,4.599999905,5.400000095,9.600000381,14662.84375,65.60332489,0.56766057,0.100000001,0.300000012,20,0.104280002,0.190770999,7488.015625,1,0,0.000199166,3.6496E-05,0.000641388,0.0003662,7181
33,1984,4.579999924,4.300000191,7.5,15451.64844,67.61517334,0.741758227,0.100000001,0.300000012,20,0.172490001,0.182961002,7458.077148,1,0,0.000196319,2.3517E-05,0.000438657,0.00050704,7294
33,1985,4.360000134,3.900000095,7.199999809,16280.7207,68.29589844,0.715042412,0.100000001,0.300000012,20,0.160319999,0.177788004,7553.115723,1,0,0.000191383,2.4048E-05,0.00038282,0.00050704,7538
33,1986,4.050000191,2.799999952,7,17132.0957,69.96148682,0.696594417,0.100000001,0.300000012,20.5,0.155790001,0.172650993,8133.394531,1,0,0.000167478,2.629E-05,0.000472727,0.00025758,8353
33,1987,3.900000095,2.5,6.199999809,17906,71.26865387,0.675000012,0.100000001,0.300000012,21,0.151370004,0.167907,8672.647461,1,0,0.000169347,2.3652E-05,0.00029091,0.00042424,9167
33,1988,3.789999962,2.400000095,5.5,18704.52344,70.83839417,0.64966315,0.100000001,0.300000012,21,0.151370004,0.156749994,8762.188477,1,0,0.000152995,2.0276E-05,0.00054902,0.00038889,9507
34,1982,2.24000001,9,9.699999809,16665.87109,57.8578949,0.08949881,0.100000001,0.100000001,19,2.81746006,0.175159007,6971.983398,0,0,0.000142799,3.5397E-05,0.000384024,0.00030061,51802
34,1983,2.24000001,7.800000191,9.600000381,17275.22852,58.57414627,0.086009175,0.100000001,0.100000001,21,2.799949884,0.168256,6992.091797,0,0,0.000124799,2.812E-05,0.000294185,0.00027992,52217
34,1984,2.180000067,6.199999809,7.5,18065.93359,61.51868057,0.082417585,0.100000001,0.100000001,21,2.784849882,0.160739005,6959.141113,0,0,0.000122655,2.0221E-05,0.000265822,0.000242,52312
34,1985,2.150000095,5.699999809,7.199999809,18662.07617,61.697052,0.079449154,0.100000001,0.100000001,21,2.768280029,0.149364993,7023.037109,0,0,0.00012748,2.2613E-05,0.000280784,0.00023705,53108
34,1986,2.059999943,5,7,19421.05273,62.40752792,0.077399381,0.100000001,0.100000001,21,2.819669962,0.142315,7224.901855,0,0,0.000136262,2.3869E-05,0.000260274,0.00027409,55090
34,1987,2.00999999,4,6.199999809,20313,63.41219711,0.075000003,0.100000001,0.100000001,21,2.802400112,0.129431993,7438.867188,0,0,0.000133342,2.2289E-05,0.00027606,0.00027033,57071
34,1988,1.840000033,3.799999952,5.5,21168.43164,63.39522552,0.072184794,0.100000001,0.100000001,21,2.802400112,0.116540998,7598.87207,0,0,0.000136122,2.5903E-05,0.00032653,0.00028721,58671
35,1982,1.580000043,9.199999809,9.699999809,11347.25488,55.88843155,0.241646782,9.812800407,2.222860098,21,1.192199945,0.208908007,8662.289063,0,0,0.000421784,8.55263E-05,0.000855626,0.000892157,11850.00098
35,1983,1.659999967,10.10000038,9.600000381,11288.99121,55.14112854,0.348337173,9.672300339,2.234380007,21,1.381299973,0.208832994,8329.537109,0,0,0.000378745,5.92011E-05,0.000767722,0.000634615,11678.00098
35,1984,1.379999995,7.5,7.5,11539.56055,57.46785355,0.445054948,9.533800125,2.245959997,21,1.209300041,0.208642006,8718.083984,0,0,0.000348527,6.73212E-05,0.000587727,0.000809524,12432
35,1985,1.409999967,8.800000191,7.199999809,11861.22852,57.10116577,0.429025412,9.397299767,2.257600069,21,1.086899996,0.201912999,9151.045898,0,0,0.000368966,7.93103E-05,0.000825877,0.000759615,13268.99902
35,1986,1.309999943,9.199999809,7,11825.59375,58.33333206,0.41795665,9.262700081,2.269299984,21,1.081799984,0.222498,9596.344727,0,0,0.00033739,5.94997E-05,0.000776316,0.00071875,14193
35,1987,1.24000001,8.899999619,6.199999809,11898,57.96831131,0.405000001,9.130000114,2.28105998,21,1.066699982,0.220807001,10077.34277,0,0,0.000378667,6.46667E-05,0.00071622,0.000829787,15116
35,1988,1.25,7.800000191,5.5,12019.24902,58.57933807,0.389797896,8.999300003,2.292880058,21,1.066699982,0.220724002,10141.35352,0,0,0.000323159,6.10484E-05,0.00064286,0.000606383,15282.99902
36,1982,2.160000086,8.600000381,9.699999809,15158.71094,54.31520844,0.119331747,0.100000001,0.100000001,19,0.208399996,0.167704999,4576.345703,1,0,0.000122932,2.71223E-05,0.00031216,0.000244463,80484
36,1983,2.059999943,8.600000381,9.600000381,15573.39453,54.35151291,0.132855505,0.100000001,0.100000001,19,0.201000005,0.163121,4737.51123,1,0,0.000117444,2.46537E-05,0.000295453,0.000202449,83783
36,1984,2.049999952,7.199999809,7.5,16335.16504,55.05172729,0.135999992,0.100000001,0.100000001,19,0.177399993,0.161691993,4917.594238,1,0,0.000116082,2.02863E-05,0.000268229,0.00020098,87268
36,1985,1.940000057,6.5,7.199999809,16708.68555,56.7492485,0.131101698,0.100000001,0.100000001,19.15999985,0.183799997,0.155274004,5090.125488,1,0,0.000112804,2.11438E-05,0.00022782,0.000216639,90518
36,1986,1.820000052,6.300000191,7,17326.10938,57.38864136,0.127719298,0.100000001,0.100000001,21,0.179800004,0.155270994,5296.994629,1,0,0.000119247,2.14105E-05,0.000265143,0.000231949,94260
36,1987,1.779999971,4.900000095,6.199999809,18005,58.67354202,0.12376,0.100000001,0.100000001,21,0.179499999,0.151975006,5498.025879,1,0,0.000130884,2.22721E-05,0.0002768,0.000283054,98002
36,1988,1.710000038,4.199999809,5.5,18580.36523,59.1712532,0.119114533,0.100000001,0.100000001,21,0.179499999,0.148806006,5789.921875,1,0,0.000125914,2.18326E-05,0.00028269,0.000246708,103692
37,1982,1.639999986,9,9.699999809,11078.75879,60.30207443,1.431980968,22.37789917,0.42640999,21,27.62929916,0.210607007,7164.225586,1,0,0.000216589,4.03923E-05,0.000475076,0.00037155,43100
37,1983,1.559999943,8.899999619,9.600000381,11455.27539,59.55456543,1.376146793,22.1697998,0.440259993,21,26.74609947,0.207259998,7411.23291,1,0,0.000203061,3.48856E-05,0.000405078,0.000376596,45038
37,1984,1.529999971,6.699999809,7.5,12089.01074,61.85476685,1.318681359,21.96369934,0.454560012,21,26.11090088,0.199801996,7814.156738,1,0,0.000235161,3.68148E-05,0.000428174,0.000456103,48182
37,1985,1.5,5.400000095,7.199999809,12353.81348,63.1748085,1.271186471,21.75939941,0.469319999,21,25.5795002,0.194195002,7981.279785,1,0,0.00023693,3.66107E-05,0.000494747,0.000508696,49923
37,1986,1.450000048,5.300000191,7,12839.00977,63.58063889,1.238390088,21.5571003,0.484569997,21,26.0272007,0.189738005,8254.920898,1,0,0.000260148,3.96462E-05,0.000504348,0.000533958,52262
37,1987,1.399999976,4.5,6.199999809,13325,65.08531189,1.200000048,21.35659981,0.50029999,21,25.69440079,0.185424998,8513.946289,1,0,0.000246998,3.7268E-05,0.00045161,0.000541568,54599.99609
37,1988,1.340000033,3.599999905,5.5,13767.08398,65.60705566,1.154956698,21.15800095,0.516560018,21,25.69440079,0.175695002,8929.410156,1,0,0.00024241,3.1746E-05,0.00050789,0.000434579,57943
38,1982,2.119999886,5.900000095,9.699999809,12553.69922,62.00417328,0.429594278,0.560100019,0.182769999,21,0,0.228972003,7815.472656,1,0,0.000220238,5.05952E-05,0.000695103,0.000418182,5252
38,1983,1.980000019,5.599999905,9.600000381,12389.9082,61.80698395,0.412844062,0.592800021,0.174720004,21,0,0.221058995,7875.195801,1,0,0.000170338,4.40529E-05,0.000237815,0.000444444,5363
38,1984,1.850000024,5.099999905,7.5,12690.11035,63.39468384,0.395604402,0.627399981,0.167019993,21,0,0.209676996,7826.76123,1,0,0.00014556,2.18341E-05,0.000325454,0.000320755,5377
38,1985,1.850000024,5.900000095,7.199999809,12661.0166,64.47638702,0.381355941,0.664099991,0.159659997,21,0,0.201547995,7864.242188,1,0,0.000131387,4.23358E-05,0.000334042,0.0003,5387
38,1986,1.590000033,6.300000191,7,12817.33789,64.27104187,0.371517032,0.702899992,0.152630001,21,0,0.194244996,8150.198242,1,0,0.000147275,1.91458E-05,0.000257143,0.000266667,5534
38,1987,1.649999976,5.199999809,6.199999809,12971,65.0826416,0.360000014,0.743900001,0.145899996,21,0,0.185436994,8453.890625,1,0,0.000150298,4.31548E-05,0.00030303,0.000302326,5681
38,1988,1.649999976,4.800000191,5.5,12351.2998,65.56016541,0.346487015,0.787400007,0.139479995,21,0,0.171434,8643.175781,1,0,0.000155922,2.69865E-05,0.0004,0.000452381,5765
39,1982,1.269999981,12.5,9.699999809,13039.37988,55.61218262,0.429594278,1.508700013,0.200000003,21,11.60200024,0.225713998,6659.626953,0,0,0.000149155,3.90756E-05,0.00037945,0.000284439,71751
39,1983,1.24000001,12.19999981,9.600000381,13236.23828,55.74505234,0.412844062,1.566200018,0.200000003,21,11.64089966,0.199800998,6818.203613,0,1,0.000147327,3.56677E-05,0.000353512,0.000301567,73214
39,1984,1.159999967,9.399999619,7.5,13784.61523,57.32587051,0.395604402,1.625800014,0.200000003,21,9.31099987,0.194478005,6973.470703,0,1,0.000153259,3.79888E-05,0.000390943,0.000300932,74895
39,1985,1.179999948,8.899999619,7.199999809,13992.58496,57.96383667,0.381355941,1.68780005,0.200000003,21,9.307499886,0.180359006,7031.748535,0,1,0.000153202,3.32278E-05,0.000382005,0.000297814,75549
39,1986,1.169999957,8.100000381,7,14279.66992,59.31868744,0.371517032,1.752099991,0.200000003,21,9.304100037,0.174851999,7196.973633,0,1,0.000155657,3.78675E-05,0.000387524,0.00041185,77353
39,1987,1.139999986,7,6.199999809,14598,59.85544205,0.360000014,1.818799973,0.200000003,21,9.272999763,0.171217993,7340.248047,0,0,0.000164318,3.55156E-05,0.00039382,0.000338257,79157
39,1988,1.059999943,6,5.5,14952.83887,60.74073792,0.346487015,1.888100028,0.200000003,21,9.272999763,0.159994006,7553.217773,0,0,0.000162414,3.49148E-05,0.00043522,0.000304024,81990
40,1982,1.559999943,5.699999809,9.699999809,13552.50586,59.61701965,0.866348445,26.42230034,0.560109973,21,0,0.207454994,9288.460938,0,0,0.000326215,7.24234E-05,0.000760391,0.000677686,30010.99805
40,1983,1.460000038,9,9.600000381,12784.40332,58.44370651,0.832568824,26.4333992,0.592819989,21,0,0.202159002,8929.328125,0,0,0.000256116,4.59076E-05,0.000517754,0.000420408,29565
40,1984,1.409999967,7,7.5,12881.31836,59.63681412,0.947390079,26.44459915,0.627439976,21,0,0.197189003,9359.798828,0,0,0.000240785,4.53172E-05,0.000467537,0.000372385,30981
40,1985,1.289999962,7.099999905,7.199999809,12904.66113,60.39068604,0.961334765,26.45569992,0.664080024,21,0,0.187404007,9445.915039,0,0,0.000225386,3.75644E-05,0.000488146,0.000365217,31180.99805
40,1986,1.169999957,8.199999809,7,12656.34668,60.89293289,0.936532557,26.46689987,0.702859998,21,0,0.180598006,9496.078125,0,0,0.000211434,3.8415E-05,0.000353293,0.000459716,31393.99805
40,1987,1.090000033,7.400000095,6.199999809,12607,60.30820465,0.907500029,26.47800064,0.743910015,21,0,0.171737999,9659.524414,0,0,0.000182457,2.96455E-05,0.00034375,0.000320197,31606
40,1988,1.059999943,6.699999809,5.5,12822.90625,59.59765244,0.873436034,26.48920059,0.787349999,21,0,0.161579996,9990.114258,0,0,0.000195558,3.14621E-05,0.00049324,0.000383838,32388
41,1982,1.679999948,11.5,9.699999809,12626.49121,58.46230316,0.225190938,1.023699999,2.799999952,21,0.192900002,0.187434003,7262.638184,0,0,0.00019408,3.37205E-05,0.000512037,0.000349727,19384
41,1983,1.639999986,10.80000019,9.600000381,12925.45898,59.56175232,0.216410562,1.035699964,2.799999952,21,0.193599999,0.177792996,7728.198242,0,0,0.000206767,3.45865E-05,0.000505478,0.00044382,20557
41,1984,1.580000043,9.399999619,7.5,13246.1543,59.76272964,0.207373634,1.047899961,2.799999952,21,0.192499995,0.174122006,7826.238281,0,1,0.000213752,2.9148E-05,0.000498517,0.000477011,20943
41,1985,1.5,8.800000191,7.199999809,13376.05957,59.29945755,0.199904665,1.060299993,2.799999952,21,0.200599998,0.165583998,7985.869141,0,1,0.000208039,2.754E-05,0.00043384,0.000467456,21458
41,1986,1.429999948,8.5,7,13649.12305,60.55447388,0.194747165,1.07280004,2.799999952,21,0.203899994,0.165852994,8288.321289,0,1,0.00022909,2.55366E-05,0.0005,0.000415663,22395
41,1987,1.399999976,6.199999809,6.199999809,14019,62.47600937,0.188710004,1.085399985,2.799999952,21,0.202299997,0.159337997,8565.328125,0,1,0.000227606,2.09251E-05,0.00061864,0.00045679,23332
41,1988,1.379999995,5.800000191,5.5,14326.27539,63.25953674,0.181626573,1.098199964,2.799999952,21,0.202299997,0.151538998,9108.770508,0,1,0.000244669,3.43332E-05,0.0007094,0.000427673,25204
42,1982,1.360000014,10.89999962,9.699999809,13651.55176,53.45505905,0.286396176,0.100000001,0.233309999,21,10.76309967,0.183375999,6003.268555,1,0,0.000153127,3.63667E-05,0.000343027,0.000333333,71313
42,1983,1.320000052,11.80000019,9.600000381,13706.42188,52.90976334,0.275229365,0.100000001,0.251980007,21,10.70359993,0.176879004,6080.384277,1,0,0.000144731,3.33866E-05,0.00034175,0.000303721,72302
42,1984,1.309999943,9.100000381,7.5,13987.91211,54.15986633,0.263736248,0.100000001,0.272159994,21,10.94180012,0.170682997,6250.283203,1,0,0.000145285,3.02011E-05,0.000307248,0.000289216,74297
42,1985,1.289999962,8,7.199999809,14356.99121,55.23685074,0.254237294,0.100000001,0.293949991,21,10.97270012,0.166262999,6363.63623,1,0,0.000149414,3.4506E-05,0.000299879,0.00032913,75428
42,1986,1.269999981,6.800000191,7,14713.10645,56.80441284,0.247678012,0.100000001,0.317479998,21,10.77470016,0.161688,6476.124023,1,0,0.00015924,3.68253E-05,0.000365979,0.000357823,77027
42,1987,1.230000019,5.699999809,6.199999809,15200,57.35642242,0.239999995,0.100000001,0.342900008,21,10.80760002,0.156139001,6587.291992,1,0,0.000166471,3.70308E-05,0.00035689,0.000370112,78626
42,1988,1.139999986,5.099999905,5.5,15623.67676,58.54650879,0.230991334,0.100000001,0.370350003,21,10.80760002,0.149836004,6769.258301,1,0,0.000160903,3.37472E-05,0.00040566,0.000334243,81238
44,1982,2.089999914,10.19999981,9.699999809,13326.96875,58.60655975,0.174224347,0.100000001,0.100000001,20,1.6954,0.196667001,6192.878418,1,0,0.000110063,3.77358E-05,0.000322053,0.000243243,5908
44,1983,2.130000114,8.300000191,9.600000381,13759.17383,59.18367386,0.167431191,0.100000001,0.100000001,20,1.694599986,0.190400004,6290.824707,1,0,0.000104603,2.71967E-05,0.000218611,0.000216216,6014
44,1984,2.059999943,5.300000191,7.5,14312.08789,62.53369522,0.160439551,0.100000001,0.100000001,20.5,1.470900059,0.181668997,5509.383301,1,0,8.2121E-05,2.4948E-05,0.000185492,0.000222222,5300
44,1985,2.069999933,4.900000095,7.199999809,14595.33887,63.63636398,0.154661015,0.100000001,0.100000001,21,1.67869997,0.177523002,6015.479004,1,0,0.000112603,3.30579E-05,0.00024553,0.0004,5823
44,1986,1.870000005,4,7,15109.3916,64.72148132,0.150670797,0.100000001,0.100000001,21,1.756000042,0.172160998,6064.592285,1,0,0.000127179,2.5641E-05,0.000326923,0.000222222,5913
44,1987,1.879999995,3.799999952,6.199999809,15633,65.48556519,0.145999998,0.100000001,0.100000001,21,1.744400024,0.167711005,6088.210938,1,0,0.000114604,3.14402E-05,0.000294118,0.000393443,6003
44,1988,1.929999948,3.099999905,5.5,16257.94043,66.27604675,0.140519723,0.100000001,0.100000001,21,1.744400024,0.158108994,5894.251465,1,0,0.000125881,3.02115E-05,0.000282609,0.0002,5853
45,1982,1.879999995,10.80000019,9.699999809,10393.79492,57.82401657,2.062052488,25.13579941,0.400000006,21,0,0.211842999,7508.355469,0,0,0.000226286,4.33974E-05,0.000393557,0.000388462,24222
45,1983,1.929999948,10,9.600000381,10693.80762,56.51431274,1.981651425,24.85829926,0.400000006,21,0,0.208084002,7666.370117,0,1,0.000259055,5.37139E-05,0.000453087,0.000505792,24977
45,1984,1.909999967,7.099999905,7.5,11160.43945,57.83942795,1.898901105,24.58390045,0.400000006,21,0,0.198570997,7865.243164,0,1,0.000277408,4.30042E-05,0.0004253,0.000498084,25971
45,1985,1.899999976,6.800000191,7.199999809,11369.70313,59.90935516,1.830508471,24.3125,0.400000006,21,0,0.193221003,7970.419434,0,1,0.000284135,5.22856E-05,0.000579945,0.000564706,26677
45,1986,1.769999981,6.199999809,7,11674.92285,60.85539627,1.783281803,24.0442009,0.400000006,21,0,0.188850999,8414.967773,0,1,0.000313221,5.67879E-05,0.0005,0.000659483,28451
45,1987,1.690000057,5.599999905,6.199999809,12027,61.76352692,1.728000045,23.77879906,0.400000006,21,0,0.185350001,8824.517578,0,1,0.00031708,5.75182E-05,0.000700535,0.000615721,30224
45,1988,1.700000048,4.5,5.5,12440.80859,62.61349869,1.663137674,23.5163002,0.400000006,21,0,0.169980004,9152.458984,0,1,0.000297983,5.41787E-05,0.000672515,0.000561181,31759
46,1982,1.830000043,5.5,9.699999809,11323.38867,62.72544861,0.718377113,0.656599998,0.380649,21,0,0.242798001,9165.685547,1,0,0.000213256,4.32277E-05,0.000376438,0.000509434,6361
46,1983,1.789999962,5.400000095,9.600000381,11091.74316,62.69841003,0.690366983,0.686800003,0.371327013,21,0,0.229347005,9037.208008,1,0,0.000250358,3.29041E-05,0.000308893,0.000423077,6317
46,1984,1.669999957,4.300000191,7.5,11661.53809,64.89151764,0.661538482,0.718500018,0.362233996,21,0,0.219713002,9079.438477,1,0,0.000202837,3.5461E-05,0.000448848,0.000461538,6401
46,1985,1.75999999,5.099999905,7.199999809,11684.32227,64.42687225,0.637711883,0.751600027,0.353363007,21,0,0.209174007,8865.828125,1,0,0.000183616,2.40113E-05,0.000189571,0.00044898,6277
46,1986,1.470000029,4.699999809,7,12175.43848,65.16634369,0.621259034,0.786199987,0.344709992,21,0,0.199288994,8817.817383,1,0,0.000189266,3.24859E-05,0.000388889,0.000465116,6243
