amount,value,income,denied,white,badcredit,ed,single,selfemp
68,105,22,0,0,0,12,1,0
89,105,29,0,0,0,16,1,0
81,105,34,0,0,0,17,1,0
86,105,31,0,0,0,12,1,0
86,105,32,0,0,0,16,1,0
92,107,28,0,0,0,12,0,0
269,320,255,0,0,0,19,1,0
80,100,30,0,0,0,16,1,0
160,220,65,0,0,0,18,0,0
84,90,38,1,0,0,12,0,0
92,97,43,1,0,0,7,0,0
160,170,34,1,0,0,12,1,0
85,107,43,1,0,1,11,0,0
85,105,24,1,0,0,14,1,0
60,190,22,1,0,0,12,1,0
180,184,83,1,0,1,16,1,0
156,80,24,0,0,0,16,0,0
76,80,19,1,0,0,14,0,0
30,160,44,1,0,0,12,1,0
88,97.5,68,1,1,0,13,1,0
80,85,42,1,0,0,14,0,0
95,101,42,1,0,1,15,1,0
132,139,37,1,0,0,12,1,0
123,140,34,1,0,0,12,0,0
146,147,53,1,0,1,14,0,0
63,101,19,1,0,0,14,0,0
75,105,19,1,0,0,12,0,0
56,125,31,1,0,0,13,1,0
70,93,26,1,0,1,14,1,0
110,128,23,1,1,0,12,0,0
66,88,106,1,0,0,12,1,0
85,100,25,1,0,0,12,1,0
170,189.5,28,1,0,0,16,1,0
90,105,35,1,0,1,12,1,0
85,104,33,1,0,1,12,1,0
139,147,31,1,0,0,15,1,0
83,85,44,1,0,0,12,0,0
90,163,35,0,1,0,16,0,0
108,130,52,1,1,0,16,1,1
90,112,139,1,1,0,12,1,0
170,244,69,0,1,0,20,1,0
87,143,57,1,1,0,17,0,1
117,143,56,0,1,0,12,0,0
146,226,66,0,1,0,18,0,0
108,147,44,0,1,0,18,0,0
99,124,34,0,1,0,20,1,0
130,193,65,0,1,0,18,0,0
100,445,56,0,1,0,16,0,0
92,184,38,0,1,0,12,0,0
140,210,64,0,1,0,16,0,0
100,157,39,0,1,0,13,0,0
120,150,98,0,1,0,12,1,0
203,303,76,0,1,0,12,0,0
218,228,73,1,1,1,12,0,0
128,160,71,0,1,0,16,0,0
171,215,101,0,1,0,14,0,0
171,215,70,0,1,0,20,0,0
126,193,57,0,1,0,16,0,0
130,163,73,1,1,0,16,0,0
112,138,55,0,1,0,12,0,0
118,132,58,0,1,0,14,0,0
145,340,92,0,1,0,16,0,0
115,145,52,0,1,0,13,0,0
150,250,106,0,1,0,18,0,0
162,180,90,0,1,0,17,1,0
123,140,60,0,1,0,13,0,0
159,200,82,0,1,0,17,0,1
118,125,62,0,1,0,14,1,0
234,320,130,0,1,0,20,0,0
23,122,16,0,1,0,16,1,0
158,175,62,0,1,0,13,0,0
200,305,101,0,1,0,20,0,0
134,151,75,0,1,0,16,0,0
165,280,87,0,1,0,16,0,0
137,155,56,0,1,0,16,0,0
126,133,58,0,1,0,12,0,0
144,160,105,0,1,0,12,1,0
187,202,83,0,1,0,12,0,1
172,225,72,0,1,0,16,0,0
168,180,67,0,1,0,16,0,0
160,190,59,0,1,0,16,0,0
69,193,40,0,1,0,16,1,0
168,212,65,0,1,0,19,1,0
186,235,65,0,0,1,7,0,0
126,140,44,0,1,0,18,1,0
160,172,83,0,1,0,13,0,0
110,138,54,0,1,0,16,1,0
110,149,43,0,1,0,12,0,0
168,210,66,0,1,0,21,0,0
45,68,79,1,1,0,12,0,0
86,89,39,0,1,0,14,1,0
83,88,36,0,1,0,14,1,0
110,160,65,0,1,0,12,1,0
83,88,35,0,1,0,14,1,0
122,173,42,0,1,0,19,1,1
90,234,64,0,1,0,19,0,0
120,240,54,0,1,0,16,0,0
93,143,30,0,1,0,16,1,1
248,310,141,0,0,0,22,0,0
146,166,74,0,1,0,16,0,0
150,510,103,0,1,1,14,1,1
111,141,64,0,1,0,12,1,0
124,156,50,0,1,0,14,0,0
160,280,749,0,1,1,12,0,1
70,120,69,0,1,0,14,1,0
81,115,35,0,1,0,13,0,0
110,126,24,0,1,0,18,1,0
135,240,110,0,1,0,16,0,0
135,193,64,0,1,0,19,1,0
235,255,99,0,1,0,16,1,0
109,115,67,0,1,0,12,1,0
84,118,44,0,1,0,18,1,0
126,140,65,0,1,0,19,1,0
187,325,73,0,1,0,21,0,0
215,285,107,0,1,0,19,1,1
50,172,30,0,1,0,12,0,0
224,255,90,0,0,0,18,0,0
118,225,66,0,1,0,16,0,0
100,150,77,0,1,0,12,0,0
110,215,55,0,1,0,18,0,0
160,210,45,0,1,0,21,0,0
89,100,55,0,1,0,18,0,0
187,210,87,0,1,0,20,1,0
187,435,145,0,1,0,18,1,0
124,160,59,0,1,0,13,0,0
130,280,51,0,1,0,16,0,0
113,135,51,0,0,0,20,0,0
187,577,184,0,1,0,16,0,0
90,129,49,0,1,0,16,1,0
60,97,33,0,1,0,12,1,0
48,78,27,0,1,0,16,1,0
480,620,330,0,1,0,18,0,0
139,160,66,0,1,0,17,0,0
119,155,37,0,1,0,17,1,0
144,161,100,0,1,0,12,0,0
143,215,66,0,1,0,20,1,0
267,422,144,0,1,0,17,0,1
400,730,329,0,1,0,18,0,0
185,244,103,0,1,0,17,0,0
116,145,51,0,1,0,12,0,0
300,630,206,0,1,0,18,0,0
120,150,53,0,1,0,12,1,0
145,185,54,0,0,0,14,1,0
124,159,54,0,1,0,16,0,0
56,79,30,0,1,0,15,1,0
105,225,48,0,1,0,12,0,0
182,235,78,0,1,0,18,0,0
123,150,43,0,1,0,14,1,0
137,155,43,0,1,0,13,0,0
400,550,342,0,1,0,18,0,0
74,84,31,0,0,1,13,1,0
115,144,51,0,1,1,13,0,0
170,255,70,0,1,0,16,0,0
116,151,60,0,1,0,12,0,0
130,146,60,0,1,0,16,1,0
145,230,72,0,1,0,16,0,0
40,190,48,0,1,0,17,0,0
114,143,60,0,1,0,17,0,0
136,180,48,0,0,0,20,1,0
124,158,60,0,1,0,21,0,0
255,460,192,0,1,1,12,0,1
125,220,72,0,1,0,16,0,0
73,88,72,0,1,1,16,0,0
68,135,24,0,1,0,12,1,0
90,125,36,0,1,0,18,1,0
123,146,60,0,1,0,12,0,0
90,120,33,0,1,0,12,1,0
92,125,46,0,1,0,16,1,0
140,221,62,0,1,0,12,0,0
128,160,53,1,1,0,16,0,0
148,163,53,0,1,0,12,0,0
136,170,55,0,1,0,16,1,0
106,123,40,0,1,0,12,1,0
115,148,69,0,1,0,16,1,0
136,170,75,0,1,0,16,1,0
145,270,72,0,1,0,13,0,0
90,123,41,0,1,0,15,1,0
70,89,43,0,1,0,12,1,0
162,180,63,0,1,0,12,1,1
146,160,50,0,1,0,16,0,0
115,135,52,0,1,0,12,0,0
115,248,71,0,1,0,18,0,0
132,152,59,0,0,0,19,1,0
100,265,51,0,1,0,13,0,0
127,134,57,0,1,0,12,0,0
144,152,69,0,1,0,16,1,0
109,190,67,0,1,0,14,1,0
98,200,83,0,1,0,18,0,0
164,184,88,0,1,0,12,0,1
113,235,52,0,1,0,18,0,0
131,138,64,0,1,0,18,0,0
145,195,60,0,1,0,12,1,0
132,168,42,0,1,0,17,0,0
111,122,49,0,0,0,18,0,0
93,184,49,0,1,0,16,0,0
151,168,71,0,1,0,12,0,0
130,233,135,0,1,0,16,1,0
117,134,89,1,1,0,12,1,0
106,133,41,0,1,0,17,1,0
71,96,34,0,1,0,16,1,0
227,246,60,0,1,1,19,1,1
55,250,48,0,1,0,19,1,0
187,270,96,0,1,0,19,0,1
187,290,96,0,1,0,18,0,0
172,216,96,0,1,0,16,1,0
100,210,60,0,1,0,23,0,0
104,150,36,0,1,0,14,0,0
30,140,36,0,1,0,14,0,0
220,260,157,0,1,0,23,0,0
235,280,120,0,1,0,17,0,1
267,296,86,0,1,0,14,0,1
116,145,69,0,1,0,19,0,0
135,175,31,0,1,0,15,1,0
83,93,65,0,1,0,14,0,0
167,185,109,0,1,0,12,0,0
180,225,72,0,1,0,12,1,1
95,105,41,0,0,0,16,1,0
100,125,85,0,1,0,14,0,1
200,250,132,0,1,0,16,0,0
100,200,36,0,1,0,12,0,0
186,240,71,0,1,0,19,0,0
110,142,41,0,1,0,16,1,0
135,152,41,1,1,0,16,1,0
127,152,41,1,1,0,16,1,0
135,150,23,1,1,0,17,0,0
110,160,68,0,1,0,14,1,0
187,288,91,0,1,0,18,0,0
43,288,91,0,1,0,18,0,0
180,275,77,0,1,0,12,0,0
128,161,55,0,1,0,15,0,0
133,156,58,0,0,0,16,1,0
114,143,44,0,0,0,10,0,0
72,93,34,0,1,0,20,1,0
144,180,42,0,1,0,14,1,1
80,100,43,1,0,0,16,1,0
71,90,38,1,0,1,16,1,0
102,127,38,1,1,0,10,0,0
108,135,61,0,0,1,20,1,0
103,129,36,1,0,0,16,1,0
112,139,72,1,0,0,14,0,0
78,97,84,1,0,1,20,1,1
100,125,44,0,0,0,16,1,0
170,170,95,0,0,1,16,0,0
108,105,32,1,1,0,16,1,1
136,170,70,0,1,0,16,1,0
160,160,71,0,1,0,16,0,0
315,449,122,0,1,0,18,0,1
315,428,123,0,1,0,16,1,0
678,745,284,0,1,0,20,0,0
550,1396,384,0,1,0,18,0,1
165,248,70,0,1,0,12,0,0
86,107,33,0,1,0,14,0,0
119,159,51,0,1,0,12,0,0
126,150,61,0,1,0,14,0,0
187,235,114,0,1,0,20,1,0
143,159,66,0,1,0,16,0,0
135,185,63,0,1,0,14,1,0
187,222,107,0,1,0,16,1,0
88,190,64,0,1,0,14,0,0
17,65,31,0,1,0,13,0,0
161,202,81,0,1,0,12,0,0
159,214,90,0,1,0,16,1,0
108,140,46,0,0,0,16,1,0
187,250,80,0,1,0,16,0,1
59,123,39,0,1,0,16,1,0
90,112,52,0,0,0,15,0,0
106,132,57,0,1,0,16,1,0
132,165,101,0,1,0,16,0,0
100,270,53,0,1,0,20,0,0
258,323,105,1,1,0,18,0,0
123,156,83,0,1,0,14,0,0
259,309,131,0,1,0,19,0,0
141,178,69,0,1,0,12,0,0
210,265,85,0,1,0,16,0,0
108,153,66,0,1,0,16,0,0
150,295,100,0,1,0,16,0,1
460,545,260,0,1,0,20,0,0
125,139,59,0,1,0,16,1,0
311,389,114,1,0,0,19,1,0
119,160,94,0,1,0,23,1,0
186,207,67,0,1,0,17,0,0
125,225,54,0,1,0,12,0,0
89,112,75,1,1,0,16,1,0
110,125,26,0,1,0,12,0,0
105,115.5,66,0,1,0,14,1,0
110,255,38,0,1,0,13,0,0
100,202,74,0,1,0,16,0,0
30,163,55,0,1,0,14,1,1
40,142,32,0,1,0,14,0,0
132,282,28,0,1,0,16,0,0
124,135,49,0,1,0,12,0,0
70,70,70,1,1,0,12,0,0
75,175,49,0,1,0,16,0,0
85,183,60,0,1,0,20,0,0
125,420,56,0,1,0,12,0,0
185,210,135,0,1,0,16,1,0
100,130,120,0,1,0,12,0,1
95,105,63,0,1,0,12,0,0
106,116,35,0,1,0,18,0,0
132,147,45,0,1,0,12,1,0
120,152,37,0,1,0,12,0,0
120,135,50,0,1,0,18,1,0
123,148,48,0,1,0,13,0,0
60,120,30,0,1,0,14,1,0
122,152,54,0,1,0,12,0,0
96,120,45,0,1,0,16,0,0
225,250,118,0,1,0,19,0,0
225,290,70,0,1,0,12,0,0
160,280,7,1,1,0,6,0,1
113,140,47,0,1,0,16,1,1
90,100,54,0,1,0,14,1,0
104,130,63,1,1,1,14,0,0
170,180,86,0,1,0,16,0,0
85,135,69,0,1,0,14,0,0
130,140,53,0,0,0,14,0,0
145,172,51,0,1,0,16,0,0
60,140,44,0,1,0,12,1,0
100,182,43,0,1,0,12,0,0
255,356,37,0,1,0,16,1,0
65,160,54,0,1,0,13,1,0
175,315,85,0,1,1,12,0,0
75,136,56,0,1,0,8,1,0
100,300,57,0,1,0,13,1,0
162,170,122,0,1,0,21,1,0
112,140,39,0,1,0,18,1,0
121,176,67,0,1,0,17,0,0
118,169,62,0,1,0,12,0,0
139,155,88,1,1,1,12,0,0
133,140,48,0,1,0,18,1,0
136,4316,134,0,1,0,23,0,0
137,152,72,0,1,0,12,1,0
90,250,80,0,1,0,20,0,0
250,475,324,0,1,0,20,0,0
110,180.5,58,0,1,0,16,0,0
215,298,114,0,1,0,12,0,1
120,150,86,0,1,0,19,1,0
50,167.5,42,0,1,0,12,0,0
280,362,157,0,1,0,20,0,0
95,190,57,0,1,0,12,0,0
100,170,68,0,1,0,20,1,0
104,125,49,0,1,0,13,1,0
100,229,49,0,1,0,12,0,0
115,172.5,56,0,1,0,16,0,0
100,143,58,0,1,0,14,0,0
60,215,74,0,0,0,12,0,0
99,99,50,0,1,0,12,0,0
100,115,45,0,0,0,15,1,0
100,105,26,0,0,0,14,1,0
158,175,67,0,1,0,15,0,0
81,85,40,0,1,0,18,1,0
230,360,128,0,1,0,18,0,0
90,123,37,0,1,0,15,1,0
96,122,51,0,1,0,12,1,1
95,138,46,0,1,0,12,0,0
110,148,63,0,1,0,12,0,0
96,120,38,0,1,0,16,0,0
79,147,55,0,1,0,18,0,0
115,582,51,0,1,0,18,0,0
138,145,56,0,1,0,18,0,0
188,278,86,0,1,1,18,0,0
100,106,43,0,0,0,16,1,0
117,133,47,0,1,0,14,0,0
126,141,55,0,1,0,12,1,0
75,175,76,0,1,1,14,0,1
123,119,79,0,1,0,12,0,0
153,177,70,0,1,0,20,0,0
144,157,24,0,1,0,17,0,0
97,121,58,0,1,0,17,1,0
135,220,73,0,1,0,19,1,0
55,79,189,0,1,0,17,1,1
135,231,69,0,1,0,14,0,0
122,155,33,0,1,0,16,0,0
113,158,86,0,1,0,16,1,0
102,107,67,0,1,0,16,1,0
115,125,60,1,1,0,12,1,0
162,142,70,0,1,0,16,0,0
104,369,58,0,1,0,18,1,0
125,200,45,0,1,0,22,1,0
185,375,295,0,1,0,16,0,1
112,122,59,0,1,0,12,0,0
259,288,125,0,1,0,22,1,0
150,163,69,0,1,0,16,0,0
131,310,57,0,0,0,12,0,1
187,245,114,0,1,0,16,0,0
155,129,41,0,1,0,18,1,0
185,373,86,1,1,0,16,0,0
116,155,32,0,1,0,16,1,0
118,148,81,0,0,0,12,0,0
171,196,55,0,1,0,18,1,0
104,159,63,0,1,0,17,0,0
153,169,62,0,1,0,16,0,0
94,200,56,0,1,0,20,0,0
126,160,56,0,1,0,16,1,0
108,181,43,1,0,0,14,1,0
145,156,74,0,1,0,18,0,0
116,148,112,0,1,0,17,0,0
60,219,36,0,1,0,16,1,0
100,155,65,0,1,0,13,0,0
124,158,49,0,1,0,16,1,0
133,144,65,0,1,0,14,0,0
130,140,51,0,1,0,17,1,0
96,385,39,0,1,0,19,0,0
284,380,140,0,0,0,24,0,0
55,73,59,1,1,0,20,0,0
9,62,28,1,1,0,13,1,0
46,62,28,1,1,0,13,1,0
126,158,66,0,1,0,16,1,0
144,170,65,0,1,0,16,0,0
201,255,96,0,1,0,18,0,0
72,76,58,1,1,0,16,1,0
185,278,110,0,1,0,24,1,0
121,383,28,0,0,0,20,1,1
48,84,27,0,1,0,13,1,0
144,162,42,0,1,0,16,1,0
104,119,55,0,1,0,16,0,0
191,418,115,0,1,0,16,0,1
77,386,120,0,1,0,19,0,0
137,181,253,0,1,0,17,0,1
90,154,230,0,1,0,16,0,0
108,318,41,0,0,0,18,0,1
148,186,71,0,1,0,16,1,0
126,115,74,0,1,0,18,1,0
246,265,100,0,1,0,20,0,0
134,180,58,0,1,0,19,0,0
360,453,155,0,1,0,19,0,1
132,166,71,0,1,0,13,1,0
154,172,70,0,1,0,18,1,0
174,195,80,0,1,0,18,1,0
131,148,56,0,1,0,16,1,0
142,155,62,0,1,0,16,0,0
131,170,75,0,1,0,15,0,0
212,265,89,0,1,0,15,1,0
149,165,71,1,0,0,10,1,0
113,146,48,0,1,0,16,0,0
300,550,190,0,1,0,12,0,0
125,156,49,0,1,0,12,1,1
158,175,78,1,0,1,16,0,0
220,295,88,0,1,0,21,0,1
116,129,50,1,1,1,16,1,0
118,147,71,0,1,0,14,0,0
380,485,188,0,1,0,19,0,1
135,152,90,0,1,0,18,1,0
100,130,87,0,1,0,14,0,0
132,167,74,0,1,0,16,1,0
168,210,65,0,1,0,19,0,0
130,145,55,0,1,0,14,0,0
180,270,71,0,1,1,12,1,0
200,280.5,77,0,1,0,16,1,1
111,143,46,0,1,0,16,1,0
132,195,60,0,1,0,18,1,0
200,333.5,96,0,1,0,16,0,0
175,351,97,0,1,0,18,1,0
330,509,213,0,1,0,13,0,1
450,686,265,0,1,0,18,0,0
140,140,54,0,1,0,14,1,0
175,250,84,0,1,0,14,0,1
170,466.5,82,0,1,0,16,0,0
274,342.5,105,0,1,0,19,0,0
140,265,67,0,1,0,16,0,0
95,135,36,0,1,0,14,0,1
75,165,113,0,1,0,15,0,0
130,130,59,0,1,1,25,1,0
105,145,39,0,1,0,16,0,0
100,146.5,43,0,1,0,18,1,0
130,130,81,0,1,0,17,0,0
165,331,138,0,1,0,17,0,0
125,262,60,0,1,0,12,0,0
232,282.5,72,1,1,0,20,0,1
192,291,85,0,1,0,20,0,0
100,130.7,60,0,1,0,17,0,0
124,124.5,49,0,1,0,12,1,0
35,78,17,1,1,0,12,1,0
60,118,64,0,1,0,14,1,0
190,255,138,0,1,0,16,0,0
260,582.5,122,0,1,0,20,0,1
83,83,35,0,0,0,12,1,0
88,93,34,1,1,0,14,1,0
103,120,48,0,0,0,16,0,0
55,91,36,0,1,0,14,1,0
55,91,21,0,0,0,14,1,1
95,114,72,0,1,0,16,0,0
102,110,36,0,0,0,16,1,0
50,87,84,0,1,0,11,0,0
86,107,36,0,0,0,13,1,0
285,250,91,0,1,0,16,0,0
148,148,60,1,1,0,16,1,0
187,240,144,0,1,0,22,0,0
131,145,53,0,1,0,16,1,0
240,300,105,0,0,0,16,0,0
122,135,54,0,1,0,10,0,0
286,360,130,0,1,0,20,0,0
82,105,37,0,1,0,16,1,0
390,570,162,0,1,0,16,0,0
131,150,62,0,1,0,16,1,1
148,157,79,0,1,0,16,0,0
180,260,120,0,1,0,16,0,1
250,335,96,0,1,0,16,0,0
146,165,58,1,0,1,18,0,0
276,355,199,0,1,0,19,0,0
106,122,74,0,1,0,16,1,0
137,171,79,0,1,0,12,0,0
230,340,99,0,1,0,17,0,0
89,112,75,0,1,0,16,1,0
215,320,204,0,1,0,16,0,1
106,132,56,0,1,0,16,1,1
124,160,66,0,1,0,16,0,0
172,191,66,1,1,0,18,0,0
140,340,156,0,1,0,14,0,0
187,350,141,0,1,0,25,0,0
100,150,95,0,1,0,17,1,0
123,159,60,0,1,0,16,1,0
322,435,122,0,1,0,16,0,1
120,180,54,0,1,0,16,1,0
373,395,147,0,1,0,23,0,0
320,409,220,0,1,0,14,0,0
200,277,153,0,1,0,16,0,1
85,183,47,0,1,0,12,0,0
112,157,80,0,1,0,12,1,1
200,250,117,0,0,0,19,0,0
176,274,74,0,1,0,17,0,0
140,235,55,0,1,0,18,1,0
150,212,34,0,1,0,12,0,1
180,226,157,0,1,0,16,1,0
190,270,74,0,1,0,16,0,1
120,150,65,0,0,0,24,1,0
980,950,250,0,1,0,14,0,0
99,110,37,0,0,0,16,0,0
95,110,44,0,1,0,14,1,0
95,80,37,0,1,0,12,1,0
80,160,67,0,1,0,16,1,0
50,150,48,0,1,0,19,0,0
150,235,77,0,1,0,14,1,0
110,150,50,0,1,0,12,0,1
145,245,57,0,1,0,12,0,0
47,58.5,36,0,1,0,16,1,0
440,550,159,0,1,0,18,0,1
170,285,89,0,1,1,18,1,1
187,279,62,0,1,0,12,1,1
110,224,66,0,1,0,16,0,0
60,103,41,0,1,0,18,1,0
142,195,30,0,1,0,16,1,1
118,150,71,0,1,0,16,0,0
150,237,107,0,1,0,18,0,0
275,380,96,0,1,0,16,0,0
123,154,51,0,1,0,14,0,0
70,164,72,0,1,0,12,0,0
115,210,48,0,1,0,16,0,0
150,205,60,0,1,0,14,1,0
108,138,48,0,1,1,13,1,0
130,168,72,0,1,0,20,0,0
103,129,24,0,1,0,13,1,0
118,136,60,0,1,0,14,0,0
123,154,96,0,1,0,12,0,0
88,98,48,0,1,0,17,1,0
40,146,24,0,1,0,12,0,0
86,108,240,0,1,0,14,0,1
80,135,48,0,1,0,12,0,1
120,130,48,0,1,0,12,1,0
119,135,72,0,1,0,16,0,0
130,142,48,0,0,0,12,0,0
138,174,60,0,1,0,14,0,1
112,140,48,0,1,0,18,1,0
66,110,36,0,1,1,14,1,1
135,186,48,0,1,1,16,0,0
134,204,48,0,1,0,12,0,0
131,142,48,0,1,0,16,0,0
175,366,84,0,1,0,16,0,0
122,140,60,0,1,0,12,1,0
187,270,96,0,1,0,16,0,0
95,147,48,0,1,0,12,0,0
110,116,48,1,1,1,12,0,0
36,45,36,0,1,0,15,1,0
113,129,84,0,1,0,18,0,0
100,199,47,0,1,0,16,0,1
119,130,45,0,0,0,16,0,0
126,174,49,0,0,1,22,0,0
114,130,63,0,1,0,16,0,0
120,153,54,0,1,0,12,0,0
115,217,51,0,1,1,13,0,0
119,130,63,0,1,0,12,1,0
104,130,92,1,1,0,12,0,0
180,242,117,0,1,0,16,0,0
120,260,69,0,1,0,12,0,0
125,145,49,0,1,0,16,1,1
100,152,57,1,1,0,12,1,0
100,174,31,0,1,0,19,1,0
148,185,288,1,1,0,16,1,0
90,134,49,0,1,0,18,0,0
130,180,33,0,1,0,20,0,0
240,270,72,0,1,0,26,1,0
177,200,89,0,1,0,16,1,0
600,1175,400,0,1,0,14,0,0
118,127,40,0,1,0,18,1,0
240,270,270,0,1,0,18,1,0
225,280,63,1,1,0,16,0,0
160,270,118,0,1,0,20,0,1
68,80,40,0,1,0,16,1,0
125,164,72,0,1,0,12,0,1
160,270,50,0,1,0,17,0,0
184,260,50,0,1,0,16,1,0
288,376,105,0,1,0,16,0,0
128,160,60,0,1,0,16,1,1
75,137,48,0,1,0,12,1,1
200,290,95,0,1,1,14,0,0
28,67,35,0,1,0,12,1,0
26,67,60,0,1,0,16,1,0
138,153,71,0,1,0,15,0,0
112,132,51,1,1,0,12,1,0
75,213,33,0,1,0,12,1,0
40,130,52,0,1,0,18,0,0
40,118,35,0,1,0,16,1,0
108,122,51,0,1,0,12,1,0
177,221,75,0,1,0,17,1,0
632,790,351,0,1,0,18,0,0
110,152,35,0,1,0,16,1,0
188,556,143,0,1,0,16,0,0
40,200,47,0,1,0,15,1,0
30,90,37,0,1,0,18,1,0
123,160,49,0,1,1,14,1,0
168,210,70,0,1,0,18,0,0
153,170,71,0,1,0,12,0,0
182,228,53,0,1,0,12,1,0
350,440,732,1,1,1,18,1,0
280,370,108,0,1,0,19,0,0
136,170,120,1,1,1,12,0,0
70,175,36,0,1,0,12,1,0
100,205,36,0,1,0,9,0,1
75,125,24,0,1,0,14,1,0
158,175,72,1,1,1,12,1,1
68,110,36,0,1,0,16,1,0
198,295,86,0,1,0,20,0,0
200,385,115,0,1,0,16,0,0
60,335,145,0,1,0,16,0,0
118,220,56,0,1,0,17,0,0
200,367,159,0,1,0,17,0,0
235,480,126,0,1,0,16,0,0
100,145,54,0,1,0,12,1,1
90,105,41,0,1,0,12,0,0
162,182,80,0,1,0,12,0,0
131,162,48,0,1,0,17,1,0
108,125,38,0,1,0,12,0,0
80,80,32,0,1,0,14,1,0
83,83,43,0,1,0,14,1,0
126,172,39,0,1,0,12,1,0
113,141,45,0,1,0,14,1,0
119,132,65,0,1,0,16,1,0
65,100,48,0,1,1,12,0,0
87,147,54,0,1,0,16,0,0
100,125,71,0,1,0,12,0,0
73,92.5,33,0,1,0,12,1,0
152,190,71,0,1,0,12,0,0
60,160,120,0,1,0,16,0,1
100,240,66,1,1,0,12,0,0
95,125,51,0,0,0,12,0,0
116,150,59,0,1,0,12,0,0
50,65,38,0,1,0,16,0,0
110,300,60,0,1,0,12,0,0
60,95,57,0,1,0,12,0,0
115,235,105,0,1,0,16,0,0
159,364,86,0,1,0,16,0,0
152,175,61,1,1,0,16,1,0
90,142,55,0,1,0,16,1,0
100,130,77,0,1,0,12,1,0
136,170,69,0,1,0,12,1,0
100,122,38,1,1,0,14,0,0
111,145,46,0,1,0,18,1,0
228,288,101,0,1,0,16,0,0
720,823,330,0,1,0,12,1,0
376,470,211,0,1,0,18,0,1
250,337,103,0,1,0,16,0,0
235,650,110,0,1,1,16,0,0
466,537,200,0,1,0,20,0,0
274,370,150,0,1,0,18,0,0
170,255,110,0,1,0,18,0,0
86,175,32,0,1,0,16,0,0
143,154,57,0,1,0,16,1,0
88,115,34,0,1,0,14,1,0
145,157,58,0,1,0,14,1,0
105,111,61,0,1,0,12,0,0
99,125,46,0,0,0,19,1,0
40,67,13,0,0,0,20,1,0
102,127,43,0,1,0,13,0,0
250,525,102,0,1,0,18,0,0
135,150,51,0,0,0,12,0,0
276,355,144,0,1,0,20,0,1
104,130,45,0,1,0,14,0,0
70,78,31,0,1,0,18,1,0
98,150,35,0,1,0,16,1,0
95,106,49,1,1,1,15,1,0
119,245,76,0,1,0,16,0,0
138,186,61,0,1,0,14,0,0
177,230,69,0,1,0,15,0,0
148,218,62,0,1,1,12,0,0
63,125,33,0,1,0,18,1,0
136,182,59,0,1,1,17,0,0
89,121,33,0,1,0,12,0,0
92,116,81,0,1,0,16,0,0
128,163,63,0,1,0,18,0,0
300,415,147,0,1,0,19,0,0
116,126,44,0,1,0,13,0,0
187,365,792,0,1,0,20,0,1
108,118,46,0,1,0,12,1,0
84,159,39,0,1,0,12,0,0
109,123,44,0,1,1,12,0,0
171,187,67,0,0,0,14,1,0
146,215,109,0,1,0,20,1,0
69,85,93,0,1,0,16,1,0
142,155,74,0,1,0,16,0,0
148,185,73,0,1,0,18,1,0
152,190,60,0,1,1,14,0,0
50,169,27,1,1,0,16,1,0
172,221,66,0,1,0,18,0,0
177,205,66,0,1,0,19,0,0
120,133,76,0,0,1,15,0,0
133,143,54,0,1,0,18,1,0
81,105,44,0,1,0,16,1,0
167,185,75,0,0,0,13,1,1
71,118,33,0,1,0,16,1,0
108,141,54,0,1,1,16,0,0
135,196,54,1,1,0,16,1,1
119,171.8,52,1,1,0,12,0,0
130,150,82,0,0,0,16,0,0
82,150,89,0,1,0,16,0,0
110,183,77,0,1,0,16,0,0
104,134,68,0,1,0,12,1,0
155,205,80,0,1,0,16,0,0
141,162,72,0,1,0,23,1,0
143,182,57,0,1,0,16,0,0
109,161,64,0,1,0,17,1,0
102,143,51,0,1,0,13,0,0
92,120,52,0,1,0,14,1,0
180,225,128,0,1,0,16,1,0
187,270,99,0,1,0,19,1,1
139,148,65,0,1,1,24,0,0
100,194,58,0,1,0,12,0,0
165,345,84,0,1,0,20,0,0
108,200,33,0,1,0,12,0,0
324,366,120,0,1,0,18,0,0
126,145,63,0,1,1,19,1,0
72,99,35,0,1,0,12,0,0
70,78,44,0,1,0,17,1,0
128,139,59,0,0,1,16,1,0
108,173,46,0,1,0,20,0,0
140,180,52,0,1,0,16,0,0
136,177,57,0,1,0,16,0,0
28,105,25,0,1,0,12,1,0
225,295,102,0,1,0,12,0,0
94,99,43,0,1,0,12,1,0
107,119,48,0,1,1,16,1,0
148,202,64,0,1,0,16,0,0
170,258,90,0,1,1,16,0,0
97,102,59,0,1,0,12,0,0
130,202,81,0,0,0,12,0,0
130,174,56,0,1,0,17,1,0
149,169,60,0,1,0,18,0,0
130,175,86,0,1,0,16,0,0
127,142,78,0,1,0,19,0,0
160,185,68,0,1,0,12,1,1
108,123,47,0,1,0,12,0,0
88,119,41,0,1,0,20,1,0
260,377,100,0,1,0,18,0,0
99,111,45,0,1,1,16,1,0
140,180,59,0,1,0,12,0,0
65,107,21,1,1,0,12,1,0
175,338,120,0,1,0,16,0,1
85,125,43,0,1,0,16,0,0
71,98,35,0,1,0,17,1,0
106,136,76,0,1,0,16,1,0
189,220,91,0,1,0,20,0,0
150,165,115,0,1,0,19,0,0
105,136,33,0,1,0,12,1,0
105,121,36,0,1,0,16,1,0
108,121,52,0,1,0,16,0,0
60,134,20,0,1,0,12,0,0
